id,code,area,subarea,title,subtitle,authors,edition,volume,language,is_reserved
3885380536069,BIO-01.09,Biologia,1,The Mitochondrion,,Albert L. Lehninger,1,0,2,0
8647510481756,BIO-01.10,Biologia,1,Bioenergetics,,Albert L. Lehninger,1,0,2,0
5192235011465,BIO-01.11,Biologia,1,Biochemical and Clinical Aspects of Hemoglobin Abnormalities,,Helen Caughey,1,0,2,0
9038816215029,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
5681214267103,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
7071950737837,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
2909152677390,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
2497619722849,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
7953109061874,BIO-02.01,Biologia,2,Molecular Biology of the Cell,,"Alberts, Bray, Lewis, Raff, Roberts, Watson",2,0,2,0
4887724644897,BIO-02.02,Biologia,2,Molecular Biology of the Cell: The Problems Book,,"Wilson, Hunt",5,0,2,0
8177490057486,BIO-02.03,Biologia,2,Biologia Celular e Molecular,,"Junqueira, Carneiro",10,0,1,0
4899525894913,BIO-02.04,Biologia,2,Biologia Celular y Molecular,,"De Robertis, De Robertis",10,0,3,0
9649612428522,BIO-03.01,Biologia,3,Evolutionary Genetics,,John Maynard Smith,1,0,2,0
3018616213155,BIO-03.01,Biologia,3,Evolutionary Genetics,,John Maynard Smith,1,0,2,0
2863194518908,BIO-03.01,Biologia,3,Evolutionary Genetics,,John Maynard Smith,1,0,2,0
3387262267653,BIO-03.01,Biologia,3,Evolutionary Genetics,,John Maynard Smith,1,0,2,0
2412588686565,BIO-03.01,Biologia,3,Evolutionary Genetics,,John Maynard Smith,1,0,2,0
6716852195859,BIO-03.02,Biologia,3,The Making of a Fly,The Genetics of Animal Design,P. A. Lawrence,1,0,2,0
1443362211599,BIO-03.02,Biologia,3,The Making of a Fly,The Genetics of Animal Design,P. A. Lawrence,1,0,2,0
7804414532101,BIO-03.03,Biologia,3,Introdução à Genética,,Anthony J. F. Griffiths,6,0,1,0
9366337194364,BIO-03.04,Biologia,3,Evolutionary Analysis,,"Freeman, Herron",4,0,2,0
1457513004954,BIO-03.05,Biologia,3,What Evolution Is,,Ernst Mayr,1,0,2,0
8386721274107,BIO-04.01,Biologia,4,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,2,0
4516465424627,BIO-04.01,Biologia,4,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,2,0
9047490491773,BIO-04.01,Biologia,4,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,2,0
2106746718075,BIO-04.01,Biologia,4,Essentials of Neural Science and Behavior,International Edition,"Kandel, Schwartz, Jessell",1,0,2,0
5986236197569,BIO-04.02,Biologia,4,Cem Bilhões de Neurônios,Conceitos Fundamentais de Neurociência,Roberto Lent,1,0,1,0
1953983383426,BIO-04.03,Biologia,4,Fundamentos da Neurociência e do Comportamento,,"Kandel, Schwartz, Jessell",1,0,1,0
4273792091174,BIO-04.04,Biologia,4,Neuroanatomia Funcional,,Angelo Barbosa Monteiro Machado,2,0,1,0
2724723604151,BIO-04.05,Biologia,4,Anatomia Humana,Atlas Fotográfico de Anatomia Sistêmica e Regional,"Yokochi, Rohen, Jen-Drecoll",6,0,1,0
9588275000709,BIO-04.06,Biologia,4,Janeway's Immunobiology,,"Murphy, Travers, Walport, Janeway",7,0,2,0
3195793194887,BIO-05.01,Biologia,5,Developmental Biology,,Scott F. Gilbert,5,0,2,0
1768107062916,BIO-05.01,Biologia,5,Developmental Biology,,Scott F. Gilbert,5,0,2,0
1196425217150,BIO-05.01,Biologia,5,Developmental Biology,,Scott F. Gilbert,5,0,2,0
6336707191548,BIO-05.02,Biologia,5,Analysis of Biological Development,,Klaus Kalthoff,2,0,2,0
4811821571077,BIO-06.01,Biologia,6,The Superorganism,"The Beauty, Elegance, and Strangeness of Insect Societies","Holldobler, Wilson",1,0,2,0
9988899567440,BIO-06.02,Biologia,6,Island Biology,,Sherwin John Carlquist,1,0,2,0
4389348674705,BIO-06.03,Biologia,6,Niche Construction,The Neglected Process in Evolution,"Odling-Smee, Lala, Feldman",1,0,2,0
4479802939928,BIO-07.01,Biologia,7,Biochemistry & Molecular Biology of Plants,,"Buchanan, Gruissem, Jones",1,0,2,0
